timestamp,enterprise_id,enterprise_name,location_id,location_name,silo_id,silo_name,thermometer_id,sensor_id,depth_m,temp_c,fan_id,fan_running,level_pct
2026-02-03T08:30:00Z,agro_vysocina,Agro Vysocina s.r.o.,melkovice,Melkovice,1,Silo 1,T1,C1,2.0,6.8,F1,false,97
2026-02-03T08:30:00Z,agro_vysocina,Agro Vysocina s.r.o.,melkovice,Melkovice,1,Silo 1,T1,C2,3.2,6.0,F1,false,97
2026-02-03T08:30:00Z,agro_vysocina,Agro Vysocina s.r.o.,melkovice,Melkovice,1,Silo 1,T1,C3,4.4,6.2,F1,false,97
2026-02-03T08:30:00Z,agro_vysocina,Agro Vysocina s.r.o.,melkovice,Melkovice,1,Silo 1,T1,C4,5.6,5.8,F1,false,97
2026-02-03T08:30:00Z,agro_vysocina,Agro Vysocina s.r.o.,melkovice,Melkovice,1,Silo 1,T1,C5,6.8,6.3,F1,false,97
2026-02-03T08:30:00Z,agro_vysocina,Agro Vysocina s.r.o.,melkovice,Melkovice,1,Silo 1,T1,C6,8.0,6.0,F1,false,97
2026-02-03T08:30:00Z,agro_vysocina,Agro Vysocina s.r.o.,melkovice,Melkovice,1,Silo 1,T1,C7,9.2,6.2,F1,false,97
2026-02-03T08:30:00Z,agro_vysocina,Agro Vysocina s.r.o.,melkovice,Melkovice,1,Silo 1,T1,C8,10.4,5.4,F1,false,97
2026-02-03T08:30:00Z,agro_vysocina,Agro Vysocina s.r.o.,melkovice,Melkovice,2,Silo 2,T1,C1,2.0,6.3,F1,false,49
2026-02-03T08:30:00Z,agro_vysocina,Agro Vysocina s.r.o.,melkovice,Melkovice,2,Silo 2,T1,C2,3.2,6.6,F1,false,49
2026-02-03T08:30:00Z,agro_vysocina,Agro Vysocina s.r.o.,melkovice,Melkovice,2,Silo 2,T1,C3,4.4,6.2,F1,false,49
2026-02-03T08:30:00Z,agro_vysocina,Agro Vysocina s.r.o.,melkovice,Melkovice,2,Silo 2,T1,C4,5.6,6.1,F1,false,49
